Filename,Segment,F1,F2
charchiwa-frame,i11,307.910217386872,2156.0126520315216
charchiwa-frame,ah11,536.5546514268186,972.1140322753308
cher-squinteye,e11,487.90781174010067,1727.5548041851998
chiBAHN-boil,i13,296.17773342111644,2134.260761255999
chiBAHN-boil,ah33,586.0829309168568,1006.6404753025189
chiBAHN2-boil,i13,288.4263121214807,2084.426573755697
chiBAHN2-boil,ah33,577.6263758627566,1006.6195054069048
chig-rawuncooked,i11,335.8032196125853,2093.9043693388194
chiman-meadow,i11,319.6793047382217,2182.735933058559
chiman-meadow,a11,592.0579020253081,1558.3448019622633
chit-cotton,i11,351.7646622900178,2074.9990734528183
chol-desert,o11,456.2342078289738,1462.511716826419
dewah-wolf,e11,417.6144639985624,1941.8241039202367
dewah-wolf,ah11,559.8675510645174,960.3325241782042
dexmmah-blood,ex11,498.43308982650933,1393.8990191442622
dexmmah-blood,ah11,558.6726208654552,994.5071978620084
dexqnah-beard,ex11,499.9440810225859,1496.5258763010484
dexqnah-beard,ah11,588.0337690682765,1156.747663753257
diNAHR-currency,i13,304.8865737350473,2177.2981409943504
diNAHR-currency,ah33,593.474119873256,1012.7952635123892
diVAHNXAHNAH-courthouse,i13,328.3887880117166,2006.7858505971572
diVAHNXAHNAH-courthouse,ah33,526.7123820316756,957.9440156745911
diVAHNXAHNAH-courthouse,ah33,581.194324808272,1006.346760258132
diVAHNXAHNAH-courthouse,ah33,592.6740240057763,1106.1191305850816
din-religion,i11,337.54061205506787,2100.9555134475113
dizah-knee,i11,295.16408202200785,2154.9943943106905
dizah-knee,ah11,589.4786318969412,1134.3741606447472
dushMAHN-enemy,u13,346.9867023785029,1748.9622970253054
dushMAHN-enemy,ah33,586.1056034156043,1032.3956998199337
dushMAHNAHT-enmity,u13,326.7303660007148,1853.1343475234385
dushMAHNAHT-enmity,ah33,550.7203853983938,1007.2249679265824
dushMAHNAHT-enmity,ah33,588.3009926252836,1119.8222641177658
dushMAHNAHT-enmity,u13,327.95402760315795,1838.4771064543402
dushMAHNAHT-enmity,ah33,568.8156894614267,1040.4106745365145
dushMAHNAHT-enmity,ah33,626.2046729078228,1228.9873862283678
duzgun-straight,u11,328.337979577979,1865.507093431251
duzgun-straight,u11,356.0037296013428,1706.0658990449954
duzgunleg-truthteller,u11,335.74985910740344,1735.3246393066854
duzgunleg-truthteller,u11,348.7501810158705,1468.1607061938055
duzgunleg-truthteller,e11,487.5250711641609,1464.6300116519687
duzulah-straightnesstruth,u11,332.4232621427846,1783.1142594794865
duzulah-straightnesstruth,u11,317.60650279485935,1709.7369695698453
duzulah-straightnesstruth,ah11,573.6673186396264,1115.3793814204585
dxxrele-heput,e11,460.29944157896733,1799.2850319676998
dxxrele-heput,e11,574.1807018811824,1866.0884355322867
echi-ninety,e11,460.38225461332115,1502.9299267778208
echi-ninety,i11,293.8316324262212,2150.1912896946383
esteKAHN-cup,ex13,409.43528871981636,1617.623553047204
esteKAHN-cup,ah33,614.2037702041991,1064.7197490054791
esteKAHN-cup,e13,456.89330099366146,1667.5407618243726
esteKAHN-cup,ex13,457.8184975145279,1493.5413482754627
esteKAHN-cup,ah33,602.0973300080002,1103.33264978353
etROG-citron,e13,494.8015858219997,1752.6825267639892
etROG-citron,o33,463.0228089729428,848.5676746604204
exchah-nine,ex11,455.4893702528888,1412.4686152533864
exchah-nine,ah11,603.6231337355576,1115.847040827608
faiTON-lightcarriage,o22,480.45686603754723,852.3990017581388
fakurah-intelligent,a11,597.3538550931856,1717.3157116109055
fakurah-intelligent,u11,356.23018173967637,1461.6834382698612
fakurah-intelligent,ah11,583.9265422600544,1090.5653827345245
fexnJAHN-cup,ex13,461.965714092521,1426.312755035
fexnJAHN-cup,ah33,592.3390773761569,1079.4770314549505
gab-sidedirection,a11,628.2286998969705,1544.0309693732436
gagormish-hiccup,a11,499.0195989669922,1759.7737564390877
gagormish-hiccup,o11,397.3078473559239,1564.5058804027867
gagormish-hiccup,i11,423.90315544938886,2046.275778497576
gal-with,a11,670.313788452418,1479.6994495362421
gami-ship,a11,567.8676133928763,1677.5126292206114
gami-ship,i11,395.80963570534186,2261.6041305834397
gamichi-boatmansailor,a11,576.7023246693831,1672.3040472189205
gamichi-boatmansailor,i11,395.8743820076057,2050.732970627127
gamichi-boatmansailor,i11,315.4167551937632,2161.2630249509034
ganawula-theft,a22,578.9471850226257,1713.6913174588021
ganawula-theft,a22,601.6487441214699,1578.5671654439918
ganawula-theft,u11,352.2162509898578,1430.1163769676577
ganawula-theft,ah22,596.1803644796947,1116.7967067254797
gilaNAHR-sourcherry,i13,325.4835673929467,2096.5430887177176
gilaNAHR-sourcherry,a13,599.6686877516815,1450.2282937310897
gilaNAHR-sourcherry,ah33,581.9298900368661,1086.1514981594707
gisanulah-fatigue,i11,309.9810597216847,2156.3368411209003
gisanulah-fatigue,a11,591.8374382721282,1643.9376930031012
gisanulah-fatigue,u11,298.8639065144968,1635.6361732036055
gisanulah-fatigue,ah11,580.3862997350828,1103.2133857881001
gori-theywillmarry,o11,374.3760850243302,1685.0038089169786
gori-theywillmarry,i11,294.11953470165696,2196.1834825523733
gxxrexshlah-shepulled,e11,490.7642887612372,1702.6612578701345
hawe-thathebe,a11,692.9829495329892,1564.5532908868834
hawe-thathebe,e11,444.85844126097,1922.7085177974548
helahBAHZULAH-deceitfulness,e13,527.3019521516502,1568.3572058188631
helahBAHZULAH-deceitfulness,ah13,551.4211504220252,1053.0893512293742
helahBAHZULAH-deceitfulness,ah33,560.7361580254659,1101.871283324885
helahBAHZULAH-deceitfulness,u33,352.040467081232,959.1323122576935
helahBAHZULAH-deceitfulness,ah33,587.4251475859664,1065.7005745986369
heyWAHN-animalbeast,ah22,559.1543079342227,977.5149479745467
idah-come,i11,321.94654764541815,2107.905920129767
idah-come,ah11,581.8067469924125,1099.4831770302944
jam-gathering,a11,592.2432103594933,1557.82967819
jandag-body,a11,558.0661515304439,1654.9518671275518
jandag-body,a11,633.4563370546791,1668.19101045732
jankesh-deadlysicknessattack,a11,594.7948254073186,1667.6712247548703
jankesh-deadlysicknessattack,e11,438.4389030915453,1822.2055251416089
jarga-rowcircle,a11,614.6197844064451,1609.9860174129053
jarga-rowcircle,ah22,565.0012690048026,1044.5587078737008
jarima-finepenalty,a11,585.4793900450693,1634.9307609723526
jarima-finepenalty,i11,337.673409792419,2130.637478351053
jarima-finepenalty,ah11,543.3891359653792,1017.2352759184316
jasahraht-daringcourage,a11,518.6915027788481,1597.8775548904237
jasahraht-daringcourage,ah11,577.0287918582237,1160.5917400293642
jasahraht-daringcourage,ah11,578.9017347349261,1202.5600203269516
jeyRAHN-gazelle,ah33,564.3021468853836,1061.2864530536738
jmug-twing,u11,365.9418861179252,1734.935557946688
juwe-different,u11,334.2867906434566,1721.2888354914412
juwe-different,e11,492.16358589906304,1889.844835391096
jxxwanqah-youngman,a11,606.2339434129894,1169.537393580442
jxxwanqah-youngman,ah11,566.751074472139,1004.3280623052916
karpichah-bricks,a11,661.4741396826056,1619.7268679116921
karpichah-bricks,i11,275.3524905269251,2188.5810270672146
karpichah-bricks,ah11,600.6570947706265,1146.958170644123
keryah-short,e11,426.5215304718228,1662.332270969694
keryah-short,ah11,563.8970779825537,1237.2992793562166
kexmmah-howmuch,ah11,725.4851331480775,1020.4855357564692
kxwa-star,ah11,574.0734167454159,963.0903201648672
lele-nights,e11,458.2025452323055,1833.7907334628183
lele-nights,e11,479.44264252795335,1887.154565856289
machit-mosque,a11,651.8346709391443,1603.576220492296
machit-mosque,i22,358.0950724613444,2031.6903432450274
malah-village,a11,639.0766462418665,1113.1076570925716
malah-village,ah22,567.7478395799368,1038.386553935954
maqe-hewillspeak,a11,645.522779813485,1546.0140219018772
maqe-hewillspeak,e22,486.9090304912208,1895.1739443958934
maroe-toache,a11,622.0893745647311,1629.1430364047555
maroe-toache,o11,434.60861917261053,1675.3083783333202
maroe-toache,e11,471.3674572700579,1999.5366409277224
mexsalah-scales,ex11,517.3119935969368,1438.0604513576823
mexsalah-scales,a11,676.3071084489615,1234.347201139827
mexsalah-scales,ah11,571.4055432892585,1033.5437166839304
meyXAHNAH-wineshoptavern,ah33,578.537341269108,1017.8366789468552
meyXAHNAH-wineshoptavern,ah33,623.3898642490162,1150.0132063425765
miLAHQE-hunggrapes,i13,357.2628205392109,1987.5427288560447
miLAHQE-hunggrapes,ah33,628.3166289288941,1218.2459150309528
miLAHQE-hunggrapes,e33,499.2092678597468,1828.5183279022533
molah-death,o11,399.7302774762106,1532.1078593673658
molah-death,ah11,660.2236033880679,1044.0482037259328
mrele-ithurts,e11,479.93192001447596,1702.7109065754312
mrele-ithurts,e11,596.9852917132933,1784.4820284705436
mushtari-client,u11,340.1638748933723,1702.017172037366
mushtari-client,a11,650.9753468135315,1580.8105344728492
mushtari-client,i11,302.42838601311945,2293.0113226805433
mxxqi-speak,i11,319.92107339302953,2252.108694537638
mxxshtuk-cigaretteholder,u11,358.63350602854524,1524.1126450468666
mxxstanah-hairy,a11,623.6183223931789,1257.0461457567746
mxxstanah-hairy,ah11,603.195490924425,1096.060572601109
neshamah-soul,e11,461.9825274972289,1758.4928191162544
neshamah-soul,a11,638.2471645863017,1118.889074927127
neshamah-soul,ah11,593.3580236147156,973.3262945838469
niSHAHNQULAH-engagement,i13,345.70133825457214,2007.8533812154933
niSHAHNQULAH-engagement,ah33,611.2104339137853,1266.342155460635
niSHAHNQULAH-engagement,u33,366.81139719745465,802.0762812309023
niSHAHNQULAH-engagement,ah33,582.9675090035045,1091.9065942939292
nigaRAHN-tolongfor,i13,338.92139173627345,2077.9539518147203
nigaRAHN-tolongfor,a13,593.449555493169,1421.2495903711017
nigaRAHN-tolongfor,ah33,603.3794689319573,1110.597410453166
nokar-servantslave,o11,422.5789720892484,1586.822935091132
nokar-servantslave,a11,665.7270035276333,1576.7801501204103
noshi-myself,o11,436.77844039302295,1657.637258742004
olkah-citycountry,o11,421.9158105782518,1452.5034791440812
olkah-citycountry,ah11,593.9629896534107,1022.4048965732376
pardin-screendividingwall,a11,628.5737040181634,1489.3519481853655
pardin-screendividingwall,i11,375.9276011386238,2154.2993705284957
pariSHAHNULAH-miserablestate,a13,576.8712571415338,1561.5473082349076
pariSHAHNULAH-miserablestate,i13,330.52193982771934,1998.2818073682556
pariSHAHNULAH-miserablestate,ah33,596.2424332281535,1176.2733450827188
pariSHAHNULAH-miserablestate,u33,349.9850766348929,949.1443743327968
pariSHAHNULAH-miserablestate,ah33,580.041085373178,1086.1867083727554
paroqe-toend,a11,601.030470034332,1499.3653284451673
paroqe-toend,u11,406.95149706377134,1437.0585043465055
paroqe-toend,e11,476.4605134814792,1847.1419033055276
patole-totwist,a11,624.0642749467739,1454.7548860216625
patole-totwist,o11,403.98155168896955,1623.203712002546
patole-totwist,e11,473.21124077619595,1860.9147532647385
peruq-finish,u11,360.9535128749151,1372.104473988144
peshanah-remainderrest,e11,476.83322745183165,1797.2093809587914
peshanah-remainderrest,a11,620.4895076412008,1288.817615337419
peshanah-remainderrest,ah11,559.51337313744,1125.8702581955333
piWAHZAH-scallion,i13,329.46585797977417,2038.3039112465212
piWAHZAH-scallion,ah33,552.3337031947302,992.3095074112273
piWAHZAH-scallion,ah33,595.1045824917364,1090.0444411673504
piWAHZE-scallions,i13,344.4786806897161,2111.3291517423722
piWAHZE-scallions,ah33,542.3565281206002,999.7866286683402
piWAHZE-scallions,e33,478.9768071250111,1851.5512619544327
poqah-nose,o11,425.70076796606577,1451.5232931083865
poqah-nose,ah11,588.7463099333586,992.3871423685798
pul-falldown,u11,379.460748697882,1614.1376925030268
qardah-cold,a11,664.7589747052338,1240.646688993701
qardah-cold,ah11,588.9331867571772,1027.660369779745
qarilah-cold,a11,636.9845242314308,1631.5287276789613
qarilah-cold,ah11,606.2885507888078,1135.3380120122779
qarilulah-coldness,a11,650.6974777757208,1647.0079371668542
qarilulah-coldness,i11,304.37911663575005,1944.741081749752
qarilulah-coldness,u11,322.4661131966326,1617.3292782165581
qirtah-jealousyzeal,i11,378.27429223068816,2006.5330661836344
qirtah-jealousyzeal,ah11,606.1145978333168,993.7536998725537
qulbah-bracelet,u11,368.99994523958213,1422.7697666209565
qulbah-bracelet,ah11,554.0595354286943,930.0237741776423
rang-color,a11,625.6863361386055,1225.057997747871
reshah-head,e11,491.2988223911424,1758.249818310064
reshah-head,ah11,559.9035038926537,1084.3403951027306
rexshutah-bribe,u11,327.08999967424177,1664.3997316026114
rexshutah-bribe,ah11,618.1463937579075,1024.9394724141616
riHAHN-sweetbasil,i13,351.02499422213094,1908.0965757336344
riHAHN-sweetbasil,ah33,598.4418824547193,1060.5199790620482
tavilah-stable,a11,651.5718547070393,1556.7538655035971
tavilah-stable,i11,298.362526329201,2156.219085782449
tavilah-stable,ah11,635.6374812495887,1126.1482691586536
tawule-sneezing,a11,634.5720846219994,1589.7066742575178
tawule-sneezing,u11,379.45455889362063,1612.7385624441965
tawule-sneezing,e11,435.6652124385406,1901.0182606769206
taxt-bed,a11,724.8758468478541,1595.9751557759075
tenah-fig,e11,460.74155637452503,1947.9953595661136
tenah-fig,ah11,592.8858674160986,1146.9529086662933
torah-bulloxen,o11,388.4054684039622,1547.8735600305465
torah-bulloxen,ah11,600.6416660589516,1071.617100195485
tore-oxen,o11,401.86703004670187,1607.9359139907006
tore-oxen,e11,472.81040857486227,1883.9218701255286
torev-hisox,o11,367.953359315897,1602.2295378806386
torev-hisox,e11,471.0441170382071,1788.378100839103
tori-myox,o11,370.5906636134481,1556.1125012721661
tori-myox,i11,287.11087616311835,2186.7578799465946
tumah-garlic,u11,333.76523744337885,1620.3189971921706
tumah-garlic,ah11,566.3348862565533,1028.36526100118
tunah-straw,u11,313.8067211834723,1720.3260605034154
tunah-straw,ah11,578.7362333111568,1127.5705735066695
tush-opposite,u11,354.712848614231,1082.240324192714
ujah-edgeend,u11,358.77443024373406,1022.1686525969866
ujah-edgeend,a11,538.757284409452,1476.6227762990786
une-they,u11,319.6492312670567,1729.5047002882627
une-they,e11,467.0315760143166,1958.1476107416063
urmexghnah-fromurmia,u11,348.28699813585297,1560.605080822908
urmexghnah-fromurmia,u11,310.16308596428627,1719.185099133775
urmexghnah-fromurmia,ah11,578.7866032099842,1164.8899975290442
ushwah-seven,u11,326.9336699670482,1646.7873573276531
ushwah-seven,ah11,565.9804543414136,925.1235657932949
weli-iwas,e11,481.233183116004,1802.4945271950205
weli-iwas,i11,344.77828540444364,2180.8760794810546
yaqore-todig,a11,600.2222480244985,1577.196308792398
yaqore-todig,o11,358.12939809709945,1419.2563745819975
yaqore-todig,e11,457.52761987120726,1895.2292858042636
yexqeri-ibecameheavy,e11,451.8394364633902,1804.7361628351007
yexqeri-ibecameheavy,e11,480.6436205499796,1662.2303699095858
