Filename	Label	seg_Start	seg_End	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF2_mean	pF2_means001	pF2_means002	pF2_means003	
niSHAHNQULAH-engagement.mat	"ah33"	1261.444	1401.503	804.518	731.381	820.545	863.655	1681.846	1771.264	1401.045	1883.002	
niSHAHNQULAH-engagement.mat	"u33"	1634.934	1806.538	633.228	553.875	637.910	707.767	2064.302	1921.061	1972.140	2286.711	
niSHAHNQULAH-engagement.mat	"ah33"	1903.695	2050.063	802.044	795.948	791.000	817.608	2804.158	2718.489	2853.205	2841.456	
nigaRAHN-tolongfor.mat	"i13"	1431.710	1520.636	351.889	508.177	240.023	306.484	2419.532	2562.987	2395.943	2301.683	
nigaRAHN-tolongfor.mat	"a13"	1619.175	1776.597	795.805	728.927	821.646	839.586	2278.585	2229.520	2534.229	2084.302	
nigaRAHN-tolongfor.mat	"ah33"	1842.690	2062.601	713.193	739.442	681.749	719.190	1686.708	2229.244	1857.197	993.695	
nokar-servantslave.mat	"o11"	783.178	899.435	488.799	403.318	472.002	592.839	1783.110	1841.166	1715.024	1790.240	
nokar-servantslave.mat	"a11"	1232.910	1453.187	876.655	747.648	823.940	1056.203	1982.793	1862.683	1827.465	2253.545	
noshi-myself.mat	"o11"	704.377	904.398	596.532	807.970	568.969	405.888	1985.843	2033.390	1996.882	1927.142	
olkah-citycountry.mat	"o11"	826.673	1004.894	788.810	667.313	797.068	907.009	2005.426	1724.366	2013.747	2277.320	
olkah-citycountry.mat	"ah11"	1351.477	1457.651	699.999	684.769	690.014	724.587	1060.868	875.924	997.372	1301.837	
pardin-screendividingwall.mat	"a11"	1200.084	1393.596	824.939	946.570	832.880	695.432	1710.257	1811.509	1593.225	1716.805	
pardin-screendividingwall.mat	"i11"	1550.294	1704.159	1832.830	1919.194	2048.983	1536.452	2828.513	2759.985	2789.955	2935.465	
pariSHAHNULAH-miserablestate.mat	"a13"	211.324	288.611	815.717	697.135	686.418	1057.734	2005.195	1753.062	1941.519	2321.741	
pariSHAHNULAH-miserablestate.mat	"i13"	321.216	505.979	1364.999	1275.239	746.546	2026.524	2730.555	2613.489	2462.677	3098.893	
pariSHAHNULAH-miserablestate.mat	"ah33"	745.083	857.390	801.511	834.873	815.800	746.192	2062.294	1655.709	2401.906	2082.452	
pariSHAHNULAH-miserablestate.mat	"u33"	939.507	1117.024	520.455	574.188	457.690	526.923	2067.432	2000.293	2199.243	1988.022	
pariSHAHNULAH-miserablestate.mat	"ah33"	1208.802	1346.468	774.787	809.681	751.956	759.150	2255.303	2675.619	1644.967	2430.265	
paroqe-toend.mat	"a11"	986.673	1106.370	857.338	752.472	976.895	850.774	2028.479	1667.825	2388.422	2040.890	
paroqe-toend.mat	"u11"	1142.344	1406.100	480.709	403.406	441.484	595.471	1848.201	1593.077	1807.923	2141.858	
paroqe-toend.mat	"e11"	1549.201	1707.267	856.312	498.931	1142.250	940.647	2115.755	2020.315	2116.046	2213.687	
patole-totwist.mat	"a11"	1506.391	1579.288	820.106	741.797	748.034	963.700	2221.269	2589.116	1686.188	2347.018	
patole-totwist.mat	"o11"	1756.712	1937.290	619.506	418.697	450.470	983.753	1984.520	1869.940	2090.797	1994.428	
patole-totwist.mat	"e11"	2016.520	2341.929	600.758	834.224	467.143	499.303	2223.798	2349.889	2146.906	2174.275	
peruq-finish.mat	"u11"	985.241	1302.220	636.207	481.623	943.230	477.015	1975.075	1847.786	2219.160	1856.910	
peshanah-remainderrest.mat	"e11"	919.230	1008.787	752.793	547.773	497.953	1196.460	2311.023	2286.220	1975.981	2646.873	
peshanah-remainderrest.mat	"a11"	1180.181	1408.707	729.942	788.680	753.424	647.890	1269.673	1253.348	1210.346	1344.302	
peshanah-remainderrest.mat	"ah11"	1520.365	1668.721	712.265	741.510	700.507	691.473	1892.142	2045.446	2423.303	1222.764	
piWAHZAH-scallion.mat	"i13"	814.864	924.773	332.831	320.249	323.758	353.951	2308.939	2360.848	2319.149	2249.417	
piWAHZAH-scallion.mat	"ah33"	1044.033	1315.812	714.665	731.452	658.040	749.961	1679.647	2091.281	1204.079	1742.156	
piWAHZAH-scallion.mat	"ah33"	1486.256	1673.095	757.881	786.380	689.040	793.732	2087.956	2735.263	1591.973	1918.085	
piWAHZE-scallions.mat	"i13"	877.951	989.261	310.289	291.373	302.593	335.718	2311.252	2411.567	2352.536	2169.194	
piWAHZE-scallions.mat	"ah33"	1085.925	1359.319	783.240	646.056	833.047	870.509	2582.180	2059.080	2837.540	2854.760	
piWAHZE-scallions.mat	"e33"	1531.779	1822.070	1297.389	1558.666	1660.588	683.052	2390.884	2421.097	2462.633	2290.906	
poqah-nose.mat	"o11"	684.403	1022.955	517.558	428.995	463.345	659.503	2103.174	1972.777	1938.116	2394.021	
poqah-nose.mat	"ah11"	1168.352	1544.050	729.649	741.288	726.677	718.872	1976.239	2179.566	2788.730	956.079	
pul-falldown.mat	"u11"	845.075	1036.011	783.633	395.095	1333.889	636.660	2041.884	2039.526	2178.150	1913.301	
qardah-cold.mat	"a11"	653.648	945.433	902.119	932.324	946.709	828.143	2332.330	2592.520	2236.939	2159.885	
qardah-cold.mat	"ah11"	1210.602	1596.034	748.306	797.408	743.002	705.674	2342.824	2829.743	2185.838	2021.795	
qarilah-cold.mat	"a11"	763.124	916.943	903.957	894.351	903.237	917.444	2189.429	2169.591	2308.639	2090.529	
qarilah-cold.mat	"ah11"	1374.199	1502.189	826.517	790.899	842.523	848.564	2587.525	2334.491	2584.874	2858.793	
qarilulah-coldness.mat	"a11"	682.135	868.226	882.179	837.610	812.152	1000.721	2017.360	2076.419	1898.884	2082.200	
qarilulah-coldness.mat	"i11"	1013.567	1197.102	1642.209	783.203	2058.758	2073.307	3078.416	2549.928	3321.355	3358.327	
qarilulah-coldness.mat	"u11"	1229.268	1454.430	333.075	324.847	336.962	337.488	1982.374	2122.532	1991.744	1832.897	
qirtah-jealousyzeal.mat	"i11"	639.054	874.752	722.988	1316.850	494.978	342.924	2454.725	2602.807	2462.849	2296.434	
qirtah-jealousyzeal.mat	"ah11"	1227.341	1440.209	731.699	705.677	708.233	780.601	2327.114	2026.859	2031.939	2941.557	
qulbah-bracelet.mat	"u11"	990.616	1164.545	395.339	405.645	398.794	381.613	2026.086	1784.827	2181.411	2116.898	
qulbah-bracelet.mat	"ah11"	1422.361	1616.300	656.092	587.297	628.166	751.846	1599.980	1109.719	1152.865	2532.387	
rang-color.mat	"a11"	638.407	1017.407	830.411	918.694	903.929	668.709	2059.607	2447.044	2435.185	1292.439	
reshah-head.mat	"e11"	573.599	762.459	1429.859	1255.777	1407.821	1630.116	2265.027	2170.491	2152.150	2470.251	
reshah-head.mat	"ah11"	956.464	1297.460	690.362	690.931	689.425	691.676	1361.850	1612.840	1086.769	1381.049	
rexshutah-bribe.mat	"u11"	1008.703	1172.768	660.286	759.999	294.907	915.195	2236.857	2328.105	1941.678	2432.480	
rexshutah-bribe.mat	"ah11"	1390.854	1630.950	757.510	755.656	675.491	841.283	1982.421	1735.934	1265.781	2967.152	
riHAHN-sweetbasil.mat	"i13"	1000.203	1186.234	603.232	1125.350	333.338	342.619	2287.491	2312.699	2289.437	2259.054	
riHAHN-sweetbasil.mat	"ah33"	1448.283	1782.159	673.569	717.919	617.951	686.708	1296.692	1483.180	1335.822	1084.858	
saroe.mat	"a11"	1115.713	1301.607	809.892	898.502	825.993	705.757	1975.849	2315.601	1905.504	1708.839	
saroe.mat	"o11"	1301.607	1515.385	546.123	422.591	505.476	711.566	1616.542	1282.883	1086.433	2482.491	
saroe.mat	"e11"	1592.066	1810.491	802.959	533.487	605.925	1267.225	2112.250	1955.183	2130.481	2253.539	
sefrah-cloth.mat	"e11"	1232.154	1294.599	995.800	1632.010	643.419	724.320	2010.820	2183.439	1923.112	1938.740	
sefrah-cloth.mat	"ah11"	1708.415	1955.399	815.976	804.538	805.238	840.121	2157.282	2306.299	2478.962	1677.933	
shaxinah-hotwarm.mat	"a11"	1142.491	1224.584	691.168	648.175	705.857	720.705	1787.585	1890.970	1753.424	1719.551	
shaxinah-hotwarm.mat	"i11"	1434.506	1639.737	721.510	1212.716	296.199	643.478	2565.987	2800.287	2367.209	2525.914	
shaxinah-hotwarm.mat	"ah11"	1803.922	1996.252	790.251	796.536	803.719	774.140	2081.767	2644.218	2179.633	1451.753	
shishkah-sewingneedle.mat	"i11"	1010.167	1092.786	2270.343	2198.385	2167.143	2437.990	2994.384	3024.450	2830.273	3114.853	
shishkah-sewingneedle.mat	"ah11"	1479.151	1687.531	708.372	640.281	764.403	722.337	1844.339	1504.507	1689.339	2346.022	
shiyah-mad.mat	"i11"	1050.109	1150.937	2376.292	2608.179	2501.010	2035.299	3087.538	2930.327	3194.131	3143.177	
shiyah-mad.mat	"ah11"	1224.878	1408.889	739.236	659.238	708.899	853.357	1879.494	1536.901	1421.736	2691.069	
shobah-cough.mat	"o11"	1018.229	1301.605	544.791	416.234	461.807	756.640	1899.420	1883.525	1915.554	1900.084	
shobah-cough.mat	"ah11"	1435.358	1739.137	682.451	696.108	727.124	625.100	1222.748	1029.236	983.762	1651.233	
shxxrele-heuntied.mat	"	0.000	1550.270	1563.229	1498.705	1508.409	1679.772	2820.475	2785.111	2849.035	2826.150	
shxxrele-heuntied.mat	"e11"	1550.270	1876.859	1233.795	1317.969	1434.265	953.766	2195.978	2300.627	2115.807	2170.035	
shxxrele-heuntied.mat	"e11"	1986.739	2175.977	1258.120	1715.434	927.123	1128.401	2463.050	2644.638	2321.604	2428.013	
shxxreli-iuntied.mat	"e11"	1669.532	1931.667	1486.533	1577.626	1302.347	1563.183	2588.829	2265.314	2719.029	2768.704	
shxxreli-iuntied.mat	"i11"	2110.625	2387.884	1592.337	998.172	1337.131	2428.938	3055.821	2668.486	3097.138	3399.311	
shxxrilah-untieit.mat	"i11"	1653.251	1883.755	2156.349	2262.158	2287.437	1922.950	3030.543	2842.209	3214.988	3039.095	
shxxrilah-untieit.mat	"ah11"	2001.084	2204.592	959.736	1083.483	781.371	1011.059	2748.616	2695.892	2705.483	2846.387	
siWAHN-Sivan.mat	"i13"	734.374	823.094	470.163	686.331	330.194	381.725	2187.423	2482.951	2114.505	1952.772	
siWAHN-Sivan.mat	"ah33"	927.470	1237.119	698.125	728.131	702.036	659.389	1501.258	1129.517	1888.269	1480.986	
sijami-myshoes.mat	"i11"	889.699	1017.995	1583.007	2078.381	1906.698	817.862	2912.629	3271.494	2960.048	2522.409	
sijami-myshoes.mat	"a11"	1074.532	1331.123	803.289	848.018	820.788	739.946	1528.741	1950.001	1546.241	1081.961	
sijami-myshoes.mat	"i11"	1489.862	1705.138	2210.539	2348.001	1947.484	2336.977	3448.675	3310.046	3389.314	3652.045	
simbultah-earofcorn.mat	"i11"	933.262	1146.936	334.997	368.141	294.302	342.037	2028.823	1997.064	1866.176	2223.307	
simbultah-earofcorn.mat	"ah11"	1554.694	1737.697	855.372	851.496	817.609	893.706	2642.095	2776.021	2821.268	2335.162	
sonah-grandfather.mat	"o11"	902.974	1251.375	419.271	441.828	360.904	454.533	1939.661	2016.097	1995.498	1809.092	
sonah-grandfather.mat	"ah11"	1376.086	1595.817	801.425	676.373	775.859	945.927	2187.412	1071.912	2569.148	2911.239	
sxxwele-hebecamesatiated.mat	"e11"	1541.597	1765.328	1102.501	1086.040	849.367	1380.287	2155.318	2154.678	2174.156	2136.718	
sxxwele-hebecamesatiated.mat	"e11"	1855.096	2018.060	1832.815	1773.633	1908.976	1815.804	2698.053	2664.384	2831.055	2595.792	
tavilah-stable.mat	"a11"	433.169	545.736	731.782	784.734	742.355	668.701	1783.051	1771.383	1716.316	1855.533	
tavilah-stable.mat	"i11"	675.621	939.721	1394.088	2017.453	773.377	1388.057	2886.963	3209.850	2614.516	2837.748	
tavilah-stable.mat	"ah11"	1111.458	1291.854	823.982	761.909	774.404	938.197	1705.567	1524.900	1685.153	1950.646	
tawule-sneezing.mat	"a11"	383.657	501.530	681.363	704.326	705.991	635.190	1838.320	1815.572	1833.332	1859.449	
tawule-sneezing.mat	"u11"	650.647	910.535	421.345	376.540	459.046	427.570	1996.449	2111.612	2017.546	1861.223	
tawule-sneezing.mat	"e11"	1038.350	1235.752	1625.490	1810.416	1431.659	1619.237	2527.029	2395.348	2548.750	2628.992	
taxt-bed.mat	"a11"	464.313	546.029	794.357	763.426	807.371	815.740	1806.819	1793.161	1848.032	1795.238	
tenah-fig.mat	"e11"	920.334	1184.100	522.003	496.653	472.763	595.510	2398.541	2283.389	2501.076	2412.122	
tenah-fig.mat	"ah11"	1306.487	1428.875	731.413	707.966	709.707	782.765	1431.919	1069.978	1730.950	1527.894	
torah-bulloxen.mat	"o11"	946.233	1279.478	1234.110	1625.565	1230.622	853.544	2538.389	2777.988	2503.372	2342.509	
torah-bulloxen.mat	"ah11"	1411.949	1583.746	789.185	788.544	706.346	870.802	2087.221	2224.899	1930.492	2096.074	
tore-oxen.mat	"o11"	1124.949	1471.735	1095.530	1368.843	1003.465	913.451	2385.623	2694.790	2385.352	2074.171	
tore-oxen.mat	"e11"	1578.247	1699.622	634.780	743.240	537.112	608.958	2286.226	2290.493	2233.557	2330.993	
torev-hisox.mat	"o11"	1062.661	1405.741	650.437	410.755	361.099	1169.766	2135.609	1997.013	1968.539	2437.208	
torev-hisox.mat	"e11"	1492.146	1769.151	1254.123	1635.127	1558.737	575.004	2158.809	2242.680	2286.460	1947.090	
tori-myox.mat	"o11"	1063.640	1416.555	1396.756	1260.373	1408.711	1513.420	2729.131	2666.114	2723.008	2788.789	
tori-myox.mat	"i11"	1516.737	1696.609	2352.056	2361.641	2423.713	2274.640	3260.495	3379.692	3280.868	3111.100	
tumah-garlic.mat	"u11"	1380.298	1572.766	352.261	341.439	342.629	372.537	1802.131	1783.332	1822.957	1801.167	
tumah-garlic.mat	"ah11"	1711.936	2082.067	665.727	674.151	661.733	660.916	972.744	933.447	970.022	1013.986	
tunah-straw.mat	"u11"	1037.588	1223.818	376.155	328.759	327.713	469.182	2032.710	1996.177	1927.352	2174.657	
tunah-straw.mat	"ah11"	1393.547	1709.431	699.429	698.290	712.479	687.867	1428.718	1818.463	1054.464	1405.514	
tush-opposite.mat	"u11"	1149.662	1270.766	734.588	672.447	795.054	740.576	2390.189	2492.461	2517.670	2173.177	
ujah-edgeend.mat	"u11"	1506.814	1622.933	558.479	410.828	640.326	625.034	1951.105	1327.095	2198.120	2323.158	
ujah-edgeend.mat	"a11"	1958.389	2161.598	621.393	507.255	688.249	669.548	1802.505	1762.725	1899.429	1742.996	
une-they.mat	"u11"	1355.699	1577.680	443.289	670.108	388.623	288.064	2031.196	2217.349	1938.142	1951.457	
une-they.mat	"e11"	1668.226	1890.207	1335.127	1207.683	1377.378	1427.516	2654.254	2739.845	2642.787	2578.018	
urmexghnah-fromurmia.mat	"u11"	1061.240	1345.846	1007.180	480.389	1029.191	1504.703	2168.914	1937.609	2082.490	2481.350	
urmexghnah-fromurmia.mat	"u11"	1567.206	1728.196	419.676	312.317	296.089	650.350	1998.844	1875.471	1897.600	2224.820	
urmexghnah-fromurmia.mat	"ah11"	2030.051	2262.911	735.896	581.982	753.322	874.526	2063.427	1379.630	1649.339	3158.111	
ushwah-seven.mat	"u11"	1157.498	1270.236	410.719	319.954	311.877	600.378	1868.652	1701.029	1867.804	2042.265	
ushwah-seven.mat	"ah11"	1771.625	1979.301	743.897	629.626	743.058	851.681	2519.250	2034.693	2649.876	2851.232	
weli-iwas.mat	"e11"	1330.923	1542.065	1152.637	432.456	1248.050	1772.518	2363.517	2017.623	2277.448	2791.291	
weli-iwas.mat	"i11"	1656.329	1920.269	1725.484	2041.422	2099.951	1046.065	2899.125	2750.068	3039.572	2911.544	
xahisht-please.mat	"ah11"	1289.232	1449.095	745.914	762.041	710.995	764.228	1480.928	1162.745	1221.591	2039.343	
xahisht-please.mat	"i11"	1627.413	1731.934	2071.436	1792.184	2425.381	2018.238	3302.292	3070.818	3454.199	3390.812	
xalah-new.mat	"a11"	1388.982	1674.455	949.393	971.573	963.226	910.253	2687.154	2433.152	2863.798	2748.429	
xalah-new.mat	"ah11"	1785.318	1976.557	798.274	796.354	781.030	817.155	2918.514	3052.362	3126.727	2582.293	
xaloqe-tocreate.mat	"a11"	1666.882	1756.482	835.930	702.538	715.763	1081.101	1821.031	1608.025	1649.226	2202.932	
xaloqe-tocreate.mat	"o11"	1877.974	2140.699	565.001	737.026	364.489	587.522	1993.426	2021.108	1728.227	2222.653	
xaloqe-tocreate.mat	"e11"	2266.747	2482.394	664.527	582.190	556.506	853.449	2148.685	2035.371	2101.449	2309.931	
xarupe-sharp.mat	"a11"	1493.663	1619.223	681.127	729.042	705.225	610.140	1771.435	1728.096	1774.753	1809.395	
xarupe-sharp.mat	"u11"	1676.913	1941.608	340.795	354.520	336.076	331.853	1922.628	1948.736	1934.598	1888.447	
xarupe-sharp.mat	"e11"	2213.090	2420.095	736.924	410.382	741.917	1048.605	2443.550	2229.131	2514.764	2580.229	
xexliqi-theyhavebecomeknotted.mat	"e11"	1139.715	1201.517	637.137	699.945	669.764	545.055	2012.212	2146.791	1791.464	2097.438	
xexliqi-theyhavebecomeknotted.mat	"i11"	1341.243	1639.506	378.752	315.987	304.790	513.275	2395.819	2317.551	2476.062	2394.055	
xexliqi-theyhavebecomeknotted.mat	"e11"	1749.675	1983.448	731.132	427.090	966.593	791.834	2334.962	2164.218	2508.797	2326.814	
xexltah-shehaseaten.mat	"ex11"	1244.147	1300.424	669.627	621.253	662.641	726.698	2431.922	2200.166	2586.356	2527.846	
xexltah-shehaseaten.mat	"ah11"	1716.874	1896.960	768.662	745.775	813.083	749.807	2275.616	1238.340	2765.869	2839.800	
xextnah-soninlaw.mat	"ex11"	1071.760	1132.359	715.336	586.264	723.135	840.251	2280.746	2189.266	2244.001	2406.383	
xextnah-soninlaw.mat	"ah11"	1568.674	1815.918	725.905	649.803	638.433	889.898	1897.448	1386.758	1560.286	2750.636	
yaqore-todig.mat	"a11"	1236.422	1402.750	787.541	685.392	740.126	934.419	2084.451	2100.872	2093.336	2063.815	
yaqore-todig.mat	"o11"	1574.813	1898.866	431.827	382.446	402.759	509.370	1864.096	1611.840	1820.299	2161.656	
yaqore-todig.mat	"e11"	1950.485	2182.771	993.589	531.260	1052.334	1383.884	2520.741	2200.056	2795.617	2562.412	
yexqeri-ibecameheavy.mat	"e11"	1501.941	1583.840	1058.215	553.670	1764.328	890.176	2340.881	2354.613	2435.230	2235.147	
yexqeri-ibecameheavy.mat	"e11"	1796.171	1978.169	752.316	549.652	698.620	1023.713	2121.088	2081.898	2136.110	2153.155	
yexqeri-ibecameheavy.mat	"i11"	2014.568	2208.699	1534.500	374.029	2246.709	1925.353	3034.515	2373.595	3279.436	3426.520	
yexqerri-idug.mat	yexqerri-idug.mat	1.000	3074.000	1513.359	1526.351	1455.357	1560.840	2839.875	2830.929	2737.448	2954.874	
yidah-hand.mat	"i11"	236.071	516.762	1164.596	1239.360	976.554	1256.896	2916.428	2963.650	2938.783	2844.135	
yidah-hand.mat	"ah11"	638.923	810.508	817.779	751.180	844.853	858.358	2723.635	2564.710	2820.083	2786.166	
zexnDAHN-prison.mat	"ex13"	914.438	1011.000	929.254	688.856	1244.131	875.864	2402.828	2345.028	2667.205	2212.534	
zexnDAHN-prison.mat	"ah33"	1287.809	1523.848	705.886	665.003	711.027	744.315	1733.783	1845.945	1114.229	2253.788	
zhang-rust.mat	"a11"	743.240	1079.921	1028.229	1096.529	1054.415	932.033	2228.005	2118.711	2249.342	2316.129	
zxxrele-hesowed.mat	"e11"	1107.349	1241.224	979.349	954.748	833.868	1163.859	2353.841	2572.635	2187.455	2296.719	
zxxrele-hesowed.mat	"e11"	1300.129	1570.557	1309.105	1432.681	1530.773	972.715	2185.119	2241.122	2350.063	1968.638	
zxxrele-hesowed.mat	"e11"	1671.709	1822.612	1455.253	589.126	1868.794	1889.207	2648.303	2194.214	2858.817	2882.842	
