filename,label,start,duration,intensity,cog,sdev,skew,kurt
SESQE-gristle_s1.wav,s22ɛ,0.8177540963,0.1579963818,24.54587157,8854.42892,2110.149589,0.6846605446,2.915431783
filename,label,start,duration,intensity,cog,sdev,skew,kurt
"SIWÂ-pieceofwood,stick_s1.wav",s22i,0.06581947602,0.3232211493,16.39663345,10663.84373,2833.812648,-0.5618310142,1.068873447
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SOL-leftside_s1.wav,s22ø,0.2611094753,0.1853900484,21.84038832,8334.725168,3602.782767,0.09848820893,-0.7185097416
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SOMÂ-fastcopy_s1.wav,s22ø,0.6188460434,0.2275659715,22.19539248,9044.306164,2534.221725,-0.6964392801,1.120183279
filename,label,start,duration,intensity,cog,sdev,skew,kurt
"SĒBOTÂ-finger,toe_s1.wav",s22ex,0.2809475584,0.1676695413,21.92798145,9739.021044,2921.321268,-0.2601210923,0.2130873644
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SĒLOLÂ-prayer_s1.wav,s22ex,0.347544411,0.1685836114,20.71252554,9253.819005,3034.033821,-0.06354682832,0.1184592989
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SĒWELE-heoutwitted_s1.wav,s22xx,0.005887798539,0.181771376,25.64722333,8551.879212,2172.364722,0.722290539,1.15845898
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SĒWELE2_s1.wav,s22xx,0.06288319594,0.1658667875,18.78361999,7837.032667,2586.047567,0.3853679307,2.145431289
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SĒWELE3_s1.wav,s22xx,0.2295110481,0.1904785902,19.29286162,8472.281423,2152.164744,0.7021254953,2.740986683
filename,label,start,duration,intensity,cog,sdev,skew,kurt
SĖTRÂ-crack_s1.wav,s22ə,0.3425867284,0.2197142137,22.78318541,9942.566132,2576.406084,-0.2055720836,0.7493652477
filename,label,start,duration,intensity,cog,sdev,skew,kurt
XALOQE-tocreate_s1.wav,x22æ,0.5255341779,0.1239826386,16.54183472,2267.024671,2467.503898,3.799104973,16.9198077
filename,label,start,duration,intensity,cog,sdev,skew,kurt
XĖLTÂ-mistake_s1.wav,x22ə,0.02305903307,0.1626407271,23.57109911,3369.446597,3113.784385,1.657186457,2.871420535
filename,label,start,duration,intensity,cog,sdev,skew,kurt
