Filename	Label	seg_Start	seg_End	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF2_mean	pF2_means001	pF2_means002	pF2_means003	
TOREV.mat	"e22"	485.815	709.112	567.466	535.166	550.766	615.965	2182.226	1885.942	2174.999	2485.137	
TOTAH.mat	"o22"	548.272	701.765	616.388	587.124	643.596	617.937	2884.642	3047.180	2902.653	2662.702	
TOTAH.mat	"ah22"	855.258	987.683	814.799	764.090	766.609	916.199	1562.107	1162.850	1214.783	2299.042	
TXXRELE.mat	"xx22"	127.166	188.036	557.500	561.604	570.682	540.238	1902.417	1989.370	1951.557	1765.992	
TXXRELE.mat	"e22"	304.529	475.595	621.711	602.108	610.634	651.987	2136.921	2138.933	2225.884	2050.056	
TXXRELE.mat	"e22"	553.257	680.244	601.967	656.001	600.841	547.397	2228.419	2042.140	2250.313	2397.081	
XAHNAH.mat	"ah22"	384.191	569.383	754.600	824.652	796.584	641.704	1335.389	1396.361	1325.270	1283.491	
XAHNAH.mat	"ah22"	659.720	762.103	651.517	475.160	477.295	1003.765	2320.231	1363.103	1557.745	4051.597	
XAHNAH2.mat	"ah22"	646.209	892.159	1215.165	1021.331	1306.367	1319.696	2791.805	1902.258	3245.666	3235.098	
XAHNAH2.mat	"ah22"	966.144	1092.118	1123.057	1250.181	1143.880	975.257	3306.032	3284.507	3476.184	3161.842	
XALOQE.mat	"ah22"	650.268	747.292	841.319	1113.740	783.705	614.407	1799.127	2752.124	1298.789	1284.158	
XALOQE.mat	"o22"	835.495	1020.722	563.602	542.129	580.546	568.353	2723.469	1470.291	3366.662	3355.617	
XALOQE.mat	"e22"	1123.627	1282.393	834.359	532.149	500.429	1451.216	2412.010	1886.188	2161.383	3174.956	
XEXLTAH.mat	"ex22"	189.146	329.234	659.190	612.093	697.454	668.637	2277.101	1435.269	2408.820	2998.482	
XEXLTAH.mat	"ah22"	532.298	719.939	777.085	722.779	749.557	861.640	2135.419	1315.187	2198.925	2899.088	
XEXPNAH.mat	"ex22"	139.471	188.758	605.987	653.272	582.155	564.529	1769.215	1388.953	912.898	2872.177	
XEXPNAH.mat	"ah22"	426.620	563.765	993.848	565.164	1170.738	1229.539	2584.130	1329.817	3090.722	3292.796	
XEXPNAH2.mat	"ex11"	283.319	343.938	835.203	861.526	842.389	803.441	2202.440	2680.161	1769.826	2143.274	
XEXPNAH2.mat	"ah11"	599.042	755.640	1086.197	1073.593	1113.117	1072.732	3061.359	2598.941	3256.929	3332.129	
XEXPNAH3.mat	"ex22"	321.543	405.999	629.457	726.292	722.654	449.164	1767.110	1394.360	1069.571	2864.748	
XEXPNAH3.mat	"ah22"	639.492	810.059	947.197	753.087	1072.740	1008.857	2661.552	1954.477	3058.494	2954.781	
XEXRXEXRAH.mat	"ex22"	381.110	475.357	753.203	983.040	670.870	593.808	1868.279	2554.037	1536.679	1471.419	
XEXRXEXRAH.mat	"ex22"	631.125	684.793	624.945	658.426	613.326	603.447	1440.881	1393.708	1452.158	1479.140	
XEXRXEXRAH.mat	"ah22"	830.090	929.572	816.461	789.122	799.684	860.326	1317.388	1180.810	1159.664	1589.161	
XEXRXEXRAH2.mat	"ex22"	567.704	685.432	635.566	613.788	617.340	674.120	1696.285	1632.011	1729.019	1725.518	
XEXRXEXRAH2.mat	"ex22"	818.601	878.430	637.755	634.430	646.477	632.691	1485.909	1463.144	1479.431	1513.979	
XEXRXEXRAH2.mat	"ah22"	1036.688	1123.536	724.803	729.367	716.642	727.985	1116.389	1202.825	1140.126	1007.741	
XEXSLAH.mat	"ex22"	182.943	248.025	624.069	510.687	518.056	829.164	1985.108	2235.866	1417.366	2223.086	
XEXSLAH.mat	"ah22"	535.886	657.288	778.426	781.081	761.103	791.610	1618.228	1816.312	1172.063	1852.486	
XEXTTE.mat	"ex22"	474.938	525.687	572.968	668.531	562.148	486.324	1599.465	1903.976	1380.954	1486.695	
XEXTTE.mat	"e22"	794.658	967.205	491.958	502.174	505.657	467.810	2454.309	2301.240	2537.235	2525.035	
YAHRAH.mat	"ah22"	284.041	511.370	869.047	738.952	849.017	1022.871	2251.051	1564.208	2347.494	2876.049	
YAHRAH.mat	"ah22"	624.272	744.803	811.241	868.091	787.141	781.357	2024.430	2600.281	1574.628	1909.090	
YAHRAH2.mat	"ah22"	2707.583	2881.618	1007.414	1084.283	1118.032	823.771	2760.811	3145.952	3033.498	2114.319	
YAHRAH2.mat	"ah22"	2953.633	3097.663	816.696	804.473	741.189	901.766	1823.248	1837.204	1253.588	2348.792	
YAHRAH3.mat	"ah22"	1024.195	1194.231	730.838	620.803	817.040	760.230	1699.449	2051.673	1591.489	1441.059	
YAHRAH3.mat	"ah22"	1360.865	1483.291	846.565	873.432	767.017	897.308	1589.981	1139.864	1377.417	2225.293	
YXXQERRI.mat	"xx11"	438.514	516.514	751.144	472.126	529.673	1234.651	2265.651	2413.512	2175.549	2205.271	
YXXQERRI.mat	"e11"	609.514	726.515	567.274	654.511	583.137	463.384	2291.439	2418.333	2333.560	2126.217	
YXXQERRI.mat	"i11"	771.515	897.515	375.079	303.722	319.092	499.861	2680.707	2583.588	2651.194	2806.129	
amrah.mat	"a11"	190.461	324.170	1167.246	1273.675	1588.755	644.458	2293.378	2206.761	2896.821	1774.638	
amrah.mat	"ah11"	634.320	754.245	804.265	777.594	848.768	787.159	2305.407	2626.665	2391.470	1882.341	
arah.mat	"a11"	842.313	1155.680	794.943	825.546	822.872	737.230	2013.843	2025.712	2005.801	2009.370	
arah.mat	"ah11"	1278.569	1392.241	805.168	683.493	677.106	1054.757	2117.068	1351.738	1867.370	3118.675	
axni.mat	"a11"	144.264	247.081	1095.095	760.491	909.956	1625.613	2382.540	1998.839	2079.126	3085.805	
axni.mat	"i11"	551.795	763.038	749.723	948.030	577.051	748.489	2924.689	3097.639	2797.796	2890.792	
bali.mat	"a11"	29.369	310.265	1083.909	991.480	1166.394	1096.070	2228.329	1252.119	2399.062	3040.532	
bali.mat	"i11"	490.482	642.509	807.883	346.025	310.686	1747.955	2897.644	2754.133	2780.688	3154.546	
bamah.mat	"a11"	142.769	326.415	970.862	920.904	911.997	1082.366	2245.916	1253.120	2014.089	3473.924	
bamah.mat	"ah11"	389.342	581.977	845.433	815.037	891.140	832.044	3318.462	2915.972	3516.822	3536.664	
bastah.mat	"a11"	765.666	845.100	749.554	762.335	802.280	684.675	2064.137	2084.932	2057.953	2048.494	
bastah.mat	"ah11"	1120.471	1266.100	770.104	639.624	772.402	899.478	1736.677	1726.185	1286.582	2188.936	
baxtah.mat	"a11"	90.217	199.688	819.311	688.695	806.016	961.432	2137.093	2099.221	2154.485	2158.136	
baxtah.mat	"ah11"	491.610	658.249	710.909	643.239	700.308	788.852	1587.866	1549.386	1023.201	2188.345	
belah.mat	"e11"	397.973	605.239	610.138	788.532	454.249	582.799	2337.551	2547.685	2389.627	2075.234	
belah.mat	"ah11"	700.413	838.377	895.718	959.277	896.161	831.979	3203.855	3216.048	3174.578	3219.264	
belah2.mat	"e11"	941.756	1125.052	486.801	467.799	481.370	511.112	2306.808	2317.707	2352.528	2250.999	
belah2.mat	"ah11"	1241.374	1414.095	820.906	829.992	704.877	928.105	1844.487	1761.825	1075.471	2681.791	
blane.mat	"a11"	290.659	541.016	702.908	873.432	727.716	507.826	1429.004	1366.545	1455.366	1465.272	
blane.mat	"e11"	656.895	787.081	941.995	313.934	364.974	2132.911	2751.266	2351.430	2469.897	3428.699	
blane2.mat	"a11"	170.687	379.745	450.406	500.342	501.908	349.694	1476.391	1440.943	1650.232	1333.788	
blane2.mat	"e11"	523.293	647.415	360.572	382.747	351.862	327.832	2692.627	2613.450	2714.766	2833.028	
buz2.mat	"u11"	243.712	482.023	814.834	1766.714	308.340	361.893	2726.448	3151.819	2368.203	2654.746	
chiBAHN2.mat	chiBAHN2.mat	1.000	2149.000	1343.986	1527.231	1025.145	1488.848	2919.577	3023.411	2851.669	2885.266	
dewah.mat	"e11"	156.352	431.754	463.606	425.134	475.298	490.652	2410.467	2471.813	2443.540	2317.136	
dewah.mat	"ah11"	530.111	689.942	764.000	718.720	770.214	801.786	2997.828	3052.204	3152.192	2792.764	
dexmmah.mat	"ex11"	497.815	576.353	708.359	578.421	697.746	854.929	2134.090	1932.802	1548.783	2936.358	
dexmmah.mat	"ah11"	847.667	1071.382	945.921	961.040	835.937	1043.789	2871.307	3279.362	2683.923	2656.052	
dexqnah.mat	"ex11"	391.903	449.771	773.365	593.764	697.249	1025.230	2378.521	2086.667	1761.783	3245.994	
dexqnah.mat	"ah11"	754.542	939.720	1054.088	1087.366	1041.738	1033.577	3313.800	3317.543	3299.600	3322.992	
diNAHR.mat	"i13"	180.559	309.964	1329.367	1741.897	246.435	1949.986	3350.566	3565.671	2773.836	3684.200	
diNAHR.mat	"ah33"	387.886	557.643	1289.864	1602.453	1173.911	1094.091	3274.201	3180.412	3278.902	3362.334	
diNAHR2.mat	"i13"	193.135	298.218	350.722	334.952	347.760	369.005	2665.355	2644.198	2666.071	2685.640	
diNAHR2.mat	"ah33"	421.453	519.849	761.748	821.247	866.620	606.277	2113.421	2591.867	2455.900	1300.199	
diNAHR3.mat	"i13"	184.147	314.943	1257.544	1543.946	247.017	1913.532	3310.293	3480.944	2764.561	3649.325	
diNAHR3.mat	"ah33"	434.608	579.320	1100.817	1211.464	1088.946	1002.682	3163.089	3261.625	3374.684	2859.947	
diVAHNXAHNAH.mat	"i13"	276.852	394.194	357.373	341.996	363.679	366.841	2542.315	2544.743	2599.156	2485.596	
diVAHNXAHNAH.mat	"ah33"	464.600	631.487	828.727	732.244	890.470	865.840	2597.175	1952.857	2726.637	3138.928	
diVAHNXAHNAH.mat	"ah33"	774.906	879.210	1027.828	875.239	936.516	1271.831	2574.562	2443.316	1814.955	3418.520	
diVAHNXAHNAH.mat	"ah33"	952.223	1095.642	805.262	426.645	1177.012	827.193	2640.239	1685.119	3436.750	2831.988	
din.mat	"i11"	554.584	709.199	578.000	366.086	929.051	425.710	2734.437	2639.229	2980.421	2575.160	
dizah.mat	"i11"	158.690	387.878	438.980	323.044	296.254	690.995	2746.478	2596.932	2707.402	2929.779	
dizah.mat	"ah11"	495.269	698.263	659.219	555.475	618.144	804.482	1636.549	1774.928	1184.693	1943.407	
dushMAHN.mat	"u13"	42.552	132.761	618.422	525.365	395.458	919.145	2604.682	2491.509	2475.156	2838.455	
dushMAHN.mat	"ah33"	397.075	511.640	1079.759	918.920	938.622	1366.030	1941.853	1682.242	1242.959	2844.494	
dushMANAHT.mat	"u13"	151.201	228.485	851.665	495.457	364.290	1688.898	2878.571	2682.685	2719.341	3237.305	
dushMANAHT.mat	"a33"	471.376	561.541	831.042	722.032	1478.053	358.721	2056.593	2068.814	2520.439	1675.043	
dushMANAHT.mat	"ah33"	657.225	804.432	900.932	997.362	826.900	881.845	2605.896	2845.556	2097.841	2888.434	
dushMANAHT2.mat	"u13"	342.785	416.327	909.831	551.957	331.286	1821.905	2846.729	2653.741	2501.623	3370.828	
dushMANAHT2.mat	"ah33"	680.065	773.895	405.193	405.605	408.975	402.633	1714.971	1719.014	1588.290	1836.874	
dushMANAHT2.mat	"ah33"	837.293	999.593	800.759	411.188	834.491	1131.677	2423.008	1710.986	2662.656	2846.972	
duzgun.mat	"u11"	218.206	375.310	893.189	1233.905	546.211	870.343	2821.188	3137.614	2524.870	2773.306	
duzgun.mat	"u11"	576.336	730.061	380.367	316.878	425.242	401.668	2300.541	2395.444	2267.578	2235.267	
duzgunleg.mat	"u11"	77.188	223.978	681.168	409.338	357.070	1263.905	2821.377	2501.403	2531.869	3410.968	
duzgunleg.mat	"u11"	398.727	500.082	371.487	362.910	387.308	365.192	2325.204	2438.036	2279.490	2254.481	
duzgunleg.mat	"e11"	660.852	828.611	478.572	526.377	507.912	402.326	2392.537	2310.030	2288.638	2576.912	
duzulah.mat	"u11"	46.679	217.437	973.560	924.588	325.168	1660.312	2621.158	2692.186	2176.932	2985.616	
duzulah.mat	"u11"	318.526	483.819	438.478	531.428	400.353	382.103	2213.239	2390.726	2291.867	1955.204	
duzulah.mat	"ah11"	572.613	757.031	891.594	925.811	864.217	879.467	2901.104	2714.671	3224.588	2770.063	
dxxrele.mat	"xx11"	496.909	605.097	462.717	462.015	504.672	423.524	2453.190	2395.452	2398.678	2565.604	
dxxrele.mat	"e11"	690.102	825.338	895.880	1390.539	473.159	801.987	2640.895	2728.460	2498.819	2687.820	
dxxrele.mat	"e11"	903.581	1033.021	791.211	524.768	508.849	1326.587	2562.512	2278.896	2380.992	3020.003	
etROG.mat	"e13"	192.092	314.187	823.399	1589.959	477.908	377.483	2601.611	3051.833	2404.203	2337.317	
etROG.mat	"o33"	551.667	671.079	550.975	495.225	562.344	595.472	1947.480	1529.685	1829.842	2458.785	
etROG2.mat	"e13"	44.507	158.131	483.945	514.877	489.645	448.175	2302.574	2389.880	2364.372	2163.276	
etROG2.mat	"o33"	349.019	453.552	611.095	544.863	625.797	661.870	1785.885	1514.930	1165.809	2644.165	
exchah.mat	"ex11"	236.387	278.888	800.805	1049.267	682.563	626.961	2928.109	2996.883	2613.967	3075.464	
exchah.mat	"ah11"	588.991	757.422	737.112	640.386	668.054	900.423	1891.713	1956.169	1329.216	2373.147	
exchi.mat	exchi.mat	1.000	1343.000	1456.667	1466.927	1437.479	1462.108	3024.568	2853.936	3222.749	2982.767	
exsteKAHN.mat	"ex13"	33.016	84.923	630.421	419.732	397.802	1054.384	2672.971	2168.246	2808.292	3027.090	
exsteKAHN.mat	"e13"	281.621	345.821	519.278	487.333	517.531	549.649	2188.822	2131.144	2071.404	2342.858	
exsteKAHN.mat	"ah33"	476.953	634.039	592.631	833.402	579.607	363.998	1279.098	1192.761	1216.113	1428.560	
faiTON.mat	"a13"	653.930	733.900	764.838	887.400	754.831	651.965	1898.477	1746.776	1788.867	2149.251	
faiTON.mat	"i13"	733.900	846.533	417.202	512.580	381.167	359.004	2483.792	2409.467	2445.474	2594.775	
faiTON.mat	"o33"	997.462	1152.896	558.501	670.685	562.425	443.127	1874.040	2906.376	1676.623	1049.554	
faiTON.mat	"a13"	3853.173	3952.291	701.969	822.617	700.262	582.486	1974.875	2047.008	1772.924	2094.709	
faiTON.mat	"i13"	3952.291	4044.650	438.751	451.481	368.378	492.498	2402.351	2376.753	2486.201	2347.420	
faiTON.mat	"o33"	4191.073	4346.507	539.635	593.791	623.722	402.085	1155.608	1146.885	1021.779	1295.365	
fakurah.mat	"a11"	1153.260	1265.731	823.392	618.070	647.409	1189.424	2381.119	2136.795	2244.214	2753.618	
fakurah.mat	"u11"	1426.606	1613.108	354.501	310.788	363.578	389.288	2257.598	2199.101	2227.981	2347.007	
fakurah.mat	"ah11"	1689.987	1840.897	730.892	616.464	791.186	781.446	1997.230	1827.178	2185.271	1953.085	
fandaBAHZ.mat	"a13"	20.318	123.444	701.981	744.721	704.526	661.546	1945.996	1858.249	1904.263	2063.277	
fandaBAHZ.mat	"a13"	238.625	305.590	531.654	557.364	570.592	473.154	2303.466	2041.533	1770.814	3076.835	
fandaBAHZ.mat	"ah33"	403.359	545.325	660.672	631.800	664.979	687.634	1845.475	1318.582	1457.487	2752.274	
fexnJAHN.mat	"ex13"	228.701	285.360	658.669	659.464	663.596	653.072	1790.356	1401.994	1691.302	2270.287	
fexnJAHN.mat	"ah33"	587.860	777.043	808.508	587.547	1015.136	828.883	2784.543	2497.590	3343.768	2527.159	
fxxtu.mat	"xx11"	133.837	165.140	358.240	366.446	354.235	354.509	2267.026	2313.862	2150.817	2336.175	
fxxtu.mat	"u11"	351.252	502.647	521.412	816.999	381.993	357.479	2433.259	2646.151	2352.981	2294.928	
ghang.mat	"a11"	528.556	708.778	763.422	762.286	948.823	582.848	1600.343	1784.635	1477.676	1535.130	
ghang.mat	"a11"	1160.912	1322.162	912.244	566.200	1044.574	1134.329	2247.139	2059.463	1743.760	2938.212	
gilaNAHR.mat	"i13"	168.000	269.271	388.826	471.399	339.107	352.230	2612.623	2728.817	2530.055	2574.765	
gilaNAHR.mat	"a13"	354.718	541.436	507.613	577.677	495.750	449.580	1430.130	1532.602	1375.048	1381.672	
gilaNAHR.mat	"ah33"	618.971	845.248	842.068	1056.883	668.330	803.615	2138.096	3115.896	1682.041	1621.194	
gilaNAHR2.mat	"i13"	396.784	484.860	333.355	339.324	355.880	305.169	2465.676	2525.082	2503.204	2366.763	
gilaNAHR2.mat	"a13"	562.574	718.002	1087.126	814.397	1082.745	1359.502	2336.240	1817.842	2205.095	2974.334	
gilaNAHR2.mat	"ah33"	798.307	979.640	935.200	1103.266	1008.433	696.942	2385.884	2867.519	2797.299	1488.904	
gisanulah.mat	"i11"	304.855	407.754	681.425	722.868	283.870	1005.790	2958.059	3062.674	2586.533	3199.866	
gisanulah.mat	"a11"	563.152	710.151	508.809	599.850	547.134	381.354	2044.374	2210.510	1993.862	1937.183	
gisanulah.mat	"u11"	783.650	953.748	366.897	362.902	369.856	367.977	2262.572	2291.550	2260.840	2236.616	
gisanulah.mat	"ah11"	1044.047	1186.846	770.934	668.931	873.335	768.198	2348.421	1481.826	2962.444	2606.568	
gori3.mat	"o11"	182.287	479.315	526.328	350.777	341.691	882.630	2361.065	2285.736	2293.233	2503.063	
gori3.mat	"i11"	541.124	724.835	597.965	560.401	321.783	907.289	2714.474	2638.126	2594.967	2908.697	
gxxrexshlah.mat	"xx11"	1511.557	1577.564	499.590	486.073	507.214	506.590	2351.403	2607.307	2490.523	2004.539	
gxxrexshlah.mat	"ex11"	1624.320	1688.953	556.138	478.582	487.687	693.081	1800.164	1583.153	1652.911	2144.882	
gxxrexshlah.mat	"ah11"	1991.489	2116.629	733.768	661.689	624.120	913.308	1659.979	945.117	841.997	3156.525	
hawe.mat	"a11"	133.677	303.863	817.235	857.349	941.580	655.333	2121.346	2074.769	2322.869	1967.432	
hawe.mat	"e11"	371.562	513.540	508.309	482.898	507.490	533.932	2289.847	2217.976	2263.105	2385.406	
helaBAHZULAH.mat	"e13"	106.906	201.280	510.902	592.157	479.854	459.738	1910.530	2377.592	1671.562	1676.043	
helaBAHZULAH.mat	"a13"	341.093	472.168	760.406	806.652	696.355	771.930	3179.358	3254.047	3294.990	2995.227	
helaBAHZULAH.mat	"ah33"	533.336	671.401	653.215	800.755	768.902	391.465	3070.343	3230.632	2998.211	2980.613	
helaBAHZULAH.mat	"u33"	762.280	861.897	491.813	464.416	494.178	515.296	2953.241	2970.197	2954.733	2934.523	
helaBAHZULAH.mat	"ah33"	961.514	1090.841	801.604	723.055	715.243	966.185	2562.612	2487.281	1732.965	3452.550	
heyWAHN.mat	"ey13"	309.221	556.724	409.669	465.274	397.585	365.788	2436.619	2489.422	2395.036	2424.044	
heyWAHN.mat	"ah33"	677.505	818.086	605.450	790.544	637.894	392.765	1590.371	2322.170	1141.179	1304.495	
iJAHRAH.mat	"i13"	96.131	204.899	854.754	285.089	1323.068	980.179	3000.731	2696.481	3133.954	3190.691	
iJAHRAH.mat	"ah33"	319.391	524.046	620.561	489.549	621.862	754.985	2017.684	2262.564	1516.663	2282.304	
iJAHRAH.mat	"ah33"	627.089	751.599	745.403	657.427	724.266	851.755	1582.858	1371.631	1280.801	2074.588	
iJAHZAH.mat	"i13"	355.378	461.468	455.746	880.775	247.660	215.789	2832.390	2836.595	2638.568	3014.641	
iJAHZAH.mat	"ah33"	664.365	827.479	645.372	641.480	707.954	588.648	1931.764	1790.879	1100.024	2916.813	
iJAHZAH.mat	"ah33"	896.438	1078.117	770.737	712.594	824.342	774.518	2222.449	2271.128	2521.609	1874.116	
iYAHR.mat	"i13"	102.451	377.536	274.349	308.091	248.673	265.528	2608.933	2680.165	2583.592	2562.752	
iYAHR.mat	"ah33"	444.481	519.946	841.659	933.182	751.152	819.778	1972.905	2772.603	1481.305	1638.759	
idah.mat	"i11"	693.808	964.279	335.557	224.069	247.194	533.339	2595.975	2551.596	2539.646	2695.362	
idah.mat	"ah11"	1048.219	1250.295	677.350	607.457	667.116	750.979	1764.728	2011.237	1263.664	1992.587	
iman.mat	"i11"	223.548	390.524	332.021	305.351	318.541	371.376	2660.199	2689.660	2644.171	2647.842	
iman.mat	"a11"	512.125	659.136	1198.695	689.944	940.528	1969.768	2718.719	1991.593	2512.782	3654.664	
iqah.mat	"i11"	259.473	473.311	460.266	742.446	291.620	337.964	2704.111	2946.541	2600.668	2557.923	
iqah.mat	"ah11"	598.049	773.007	835.060	846.241	888.708	772.448	3108.177	2914.841	3385.971	3029.781	
iqanulah.mat	"i11"	275.700	388.118	386.976	304.233	366.414	489.033	2548.855	2620.267	2550.094	2475.541	
iqanulah.mat	"a11"	479.887	638.190	716.992	758.296	801.946	593.965	2040.251	1989.076	2093.667	2038.580	
iqanulah.mat	"u11"	709.311	869.908	371.086	372.768	373.543	367.308	2200.108	2234.318	2297.308	2071.788	
iqanulah.mat	"ah11"	950.206	1101.626	804.906	690.232	875.688	848.736	2971.200	2835.367	3125.660	2960.822	
ishtah.mat	"i11"	116.113	203.021	1281.802	299.261	1562.427	1992.783	3088.706	2569.262	3164.243	3534.010	
ishtah.mat	"ah11"	528.581	662.391	781.527	604.933	770.402	969.479	1973.110	1863.528	1226.703	2812.164	
ixalah.mat	"i11"	397.491	520.066	737.495	608.694	333.229	1250.702	2798.879	2790.253	2614.019	2977.858	
ixalah.mat	"a11"	655.964	887.790	953.167	960.183	1020.135	880.420	1582.731	1605.406	1183.136	1955.590	
ixalah.mat	"ah11"	962.401	1095.635	867.076	850.378	801.783	947.063	3166.359	3261.095	3118.395	3125.809	
ixalah2.mat	"i11"	265.702	362.662	911.861	509.268	536.784	1700.141	2855.382	2687.328	2692.336	3205.866	
ixalah2.mat	"a11"	505.251	727.690	1053.339	1092.477	1095.436	972.106	2851.339	2850.158	2855.513	2847.315	
ixalah2.mat	"ah11"	818.947	950.129	860.818	939.612	883.304	760.605	2759.988	3038.663	3171.411	2095.025	
jeyRAHN.mat	"ey13"	76.666	377.364	372.323	408.805	356.513	351.353	2631.950	2580.778	2633.219	2681.217	
jeyRAHN.mat	"ah33"	530.262	679.337	676.416	826.714	891.864	306.513	2032.295	1982.628	2736.396	1372.242	
jeyRAHN2.mat	"ey13"	119.140	368.262	362.247	372.918	379.569	333.891	2546.842	2537.834	2532.218	2570.312	
jeyRAHN2.mat	"ah33"	518.060	607.614	667.011	965.571	715.506	319.349	1942.317	2198.338	2197.131	1445.493	
juwe.mat	"u11"	605.995	717.422	896.652	2072.596	270.047	313.168	2633.138	3632.821	2157.507	2083.524	
juwe.mat	"e11"	821.582	937.854	897.925	467.141	483.910	1710.452	2599.944	2301.216	2414.161	3069.842	
jxxwanqah.mat	"xx11"	149.999	237.460	656.958	674.089	549.709	741.118	2712.792	2608.270	2518.181	3000.803	
jxxwanqah.mat	"a11"	283.493	377.860	1362.790	1310.972	1378.361	1400.292	3510.201	3437.984	3546.362	3548.695	
jxxwanqah.mat	"ah11"	585.006	757.628	776.112	765.336	784.941	777.686	2634.539	2899.902	2681.865	2303.425	
jxxwanqah.mat	"a11"	1770.428	1931.542	398.575	485.215	370.851	338.516	1217.082	1135.009	1223.810	1292.443	
jxxwanqah.mat	"ah11"	2088.052	2226.150	762.059	669.930	681.269	932.820	1584.896	1242.248	1190.084	2303.764	
karpichah.mat	"a11"	375.507	478.021	696.490	663.040	774.128	655.994	2262.085	2324.705	2263.386	2197.856	
karpichah.mat	"i11"	711.008	832.161	492.937	300.048	307.026	866.417	2771.795	2608.444	2592.376	3112.237	
karpichah.mat	"ah11"	1004.572	1137.374	698.815	598.058	676.374	820.710	1822.832	1884.550	1119.588	2443.441	
keryah.mat	"e11"	846.731	964.020	547.873	554.796	572.020	517.829	1984.366	1999.912	2048.351	1919.278	
keryah.mat	"i11"	999.641	1109.110	341.548	339.202	340.434	345.015	2521.832	2436.278	2553.999	2575.573	
keryah.mat	"ah11"	1191.647	1308.066	907.380	719.972	881.372	1113.217	2538.328	1566.767	2680.267	3335.963	
kexmmah.mat	"ex11"	1512.059	1576.393	777.174	1016.484	702.691	596.445	1820.503	2541.860	1274.510	1563.865	
kexmmah.mat	"ah11"	1784.882	1937.377	924.918	674.049	1056.603	1035.329	2878.213	2112.527	3281.108	3220.634	
kxwah.mat	"ah11"	424.016	584.624	696.212	649.198	623.760	815.214	2240.623	3092.098	1524.800	2084.434	
lelah.mat	"e11"	661.498	875.694	493.369	465.447	503.653	511.360	2373.621	2400.122	2327.634	2390.858	
lelah.mat	"ah11"	935.543	1111.939	878.752	804.235	777.551	1051.048	2462.030	2385.205	2093.680	2859.972	
lele.mat	"e11"	876.116	1063.012	495.221	556.668	472.749	455.811	2362.777	2543.663	2323.595	2220.684	
lele.mat	"e11"	1136.511	1270.908	619.107	505.923	500.494	843.409	2443.657	2211.854	2362.547	2746.715	
maNAH1.mat	"a13"	145.481	374.110	767.934	705.172	829.457	772.306	1600.111	1716.803	1536.483	1544.003	
maNAH1.mat	"ah33"	462.268	626.959	766.774	555.294	639.553	1109.974	2115.812	1537.781	1630.406	3188.563	
machit.mat	"a11"	77.128	187.029	723.003	411.933	395.628	1335.970	2473.413	2008.661	2133.350	3270.622	
machit.mat	"i11"	476.770	599.517	561.319	565.601	367.452	741.021	2831.447	2791.177	2679.768	3018.013	
machit.mat	"a11"	1418.765	1530.094	962.092	432.720	442.540	1982.612	2634.880	1885.489	2177.332	3814.861	
machit.mat	"i11"	1751.324	1872.644	642.203	375.479	341.144	1188.286	2746.318	2577.842	2542.831	3105.295	
malah.mat	"a11"	1230.976	1479.367	892.509	1043.501	727.836	912.541	2586.278	2769.585	1835.640	3182.497	
malah.mat	"ah11"	1556.990	1708.353	761.734	746.089	654.813	882.092	2412.923	3013.517	1514.185	2717.822	
maqe.mat	"a11"	303.606	522.428	569.335	509.010	579.687	620.360	1757.795	1791.748	1789.786	1692.631	
maqe.mat	"e11"	639.516	835.304	683.956	557.622	509.059	980.065	2580.226	2423.100	2480.616	2833.213	
maroe2.mat	"a11"	221.822	367.076	578.607	492.999	709.592	534.876	1950.936	1951.983	1986.829	1914.544	
maroe2.mat	"o11"	483.279	588.588	467.258	492.119	394.050	509.413	2204.967	2156.143	2173.213	2279.292	
maroe2.mat	"e11"	588.588	739.289	590.209	417.815	470.529	876.928	2489.564	2319.191	2393.063	2750.405	
maroe2.mat	"a11"	1683.454	1814.183	515.741	433.308	603.239	515.515	2093.671	1986.401	2143.682	2155.277	
maroe2.mat	"o11"	1915.860	2030.248	433.262	431.135	424.966	443.469	2260.144	2249.341	2289.549	2244.024	
maroe2.mat	"e11"	2030.248	2219.078	628.853	464.462	462.834	954.036	2442.141	2301.163	2347.709	2673.990	
mexsalah.mat	"ex11"	167.577	226.300	671.393	572.373	621.405	813.152	2030.990	1365.020	1994.938	2715.373	
mexsalah.mat	"a11"	363.322	559.067	899.295	715.089	1008.897	977.899	1279.221	1471.377	1257.377	1107.114	
mexsalah.mat	"ah11"	642.704	753.033	750.336	715.104	696.611	835.676	1414.537	1126.266	1046.167	2044.918	
mexsalah.mat	"ex11"	1226.113	1272.380	536.106	471.310	493.703	638.744	1590.896	1368.427	1394.924	2000.860	
mexsalah.mat	"a11"	1407.622	1598.028	790.440	716.289	809.666	845.669	1402.589	1461.976	1403.676	1341.839	
mexsalah.mat	"ah11"	1672.768	1751.066	731.909	722.426	737.508	735.328	1051.304	1149.752	1077.223	928.853	
mexsalah2.mat	"ex11"	401.493	454.985	546.580	578.087	565.845	498.546	1667.945	1691.706	1449.633	1841.390	
mexsalah2.mat	"a11"	610.111	815.163	978.715	866.489	1075.580	994.264	1697.832	1462.425	1246.425	2378.983	
mexsalah2.mat	"ah11"	891.835	1045.178	783.788	796.657	804.109	750.153	2784.157	3375.502	3256.379	1697.167	
