Filename,Segment,F1,F2
diNÂR3_s1,ɑ33,664.6530671,1255.147736
diVÂNXÂNÂ-asylum_s1,i13,371.0455347,2388.282853
diVÂNXÂNÂ-asylum_s1,ɑ33,614.59909,1174.633051
diVÂNXÂNÂ-asylum_s1,ɑ33,613.0997504,1250.741693
diVÂNXÂNÂ-asylum_s1,ɑ33,451.3855048,1352.547211
din-religion_s1,i11,429.7314867,2387.589206
dizâ-knee_s1,i11,329.6950379,2432.093482
dizâ-knee_s1,ɑ11,550.2960899,1256.979133
duzgun-straight_s1,ʉ11,334.5932322,1850.034393
duzgun-straight_s1,ʉ11,402.0633064,1990.741885
duzgunleg-truthteller_s1,ʉ11,335.9975278,1899.637358
duzgunleg-truthteller_s1,ʉ11,362.2584767,1809.71967
duzgunleg-truthteller_s1,ɛ11,466.2921643,2115.565594
duzulâ-straightness_truth_s1,ʉ11,311.640874,2017.716741
duzulâ-straightness_truth_s1,ʉ11,377.6479184,1707.518584
duzulâ-straightness_truth_s1,ɑ11,643.9447426,1362.011069
dušMANÂT-enmity_s1,ʉ13,626.4888885,1632.594436
dušMANÂT-enmity_s1,æ33,446.0930339,1587.292883
dušMANÂT-enmity_s1,ɑ33,554.2520815,1374.485603
dušMANÂT2_s1,ʉ13,619.8561932,1983.282503
dušMANÂT2_s1,æ33,448.464858,1557.061051
dušMANÂT2_s1,ɑ33,407.3503585,1491.290333
dušMÂN-enemy_s1,ʉ13,362.3608698,1645.40992
dušMÂN-enemy_s1,ɑ33,610.588811,1345.621474
dērele-heeput_s1,ē11,443.0773878,1842.722871
dērele-heeput_s1,ɛ11,472.9283992,2086.803283
dērele-heeput_s1,ɛ11,552.6397081,2136.205331
dērele2_s1,ē22,461.2314223,1828.780455
dērele2_s1,ɛ22,497.027897,2130.570626
dērele2_s1,ɛ22,553.4109014,2157.924745
dėmmâ-blood,ə11,506.5287456,1319.434749
dėmmâ-blood,ɑ22,592.587306,1132.004986
dėqnâ-beard_s1,ə11,508.8978428,1466.92329
dėqnâ-beard_s1,ɑ11,517.1154076,1197.214846
etROG-citron_s1,ɛ13,451.073966,2067.051479
etROG-citron_s1,ø33,468.3535084,1122.484514
etROG2_s1,ɛ13,482.9173306,2048.505977
etROG2_s1,ø33,495.3204293,1119.881571
faiTON-lightcarriage_s1,æj13,513.8268725,1934.422076
faiTON-lightcarriage_s1,ø33,490.8418355,952.4257518
faiTON-lightcarriage_s1,æj13,517.876005,1774.07178
faiTON-lightcarriage_s1,ø33,492.332855,1171.039448
fakurâ-intelligent_s1,æ11,549.1949146,2106.480081
fakurâ-intelligent_s1,ʉ11,336.4323635,1491.165963
fakurâ-intelligent_s1,ɑ11,566.7403525,1157.533315
fandaBÂZ-trickster_s1,æ13,654.2201877,1520.23666
fandaBÂZ-trickster_s1,æ13,455.5965086,1286.427553
fandaBÂZ-trickster_s1,ɑ33,514.1165388,1344.954536
fētu-whistle_s1,ē11,373.3011881,1910.308006
